date,time,open,high,low,close,volume
1998.06.04,00:00,84.31,84.7,83.55,83.83,183
1998.06.07,00:00,84.34,86.13,83.64,86.13,320
1998.06.08,00:00,84.27,85.67,83.05,83.2,418
1998.06.09,00:00,83.08,83.52,81.8,83.16,337
1998.06.10,00:00,83.11,84.67,82.82,84.48,234
1998.06.11,00:00,84.38,85.98,83.93,84.75,374
1998.06.14,00:00,84.81,86.38,84.75,86.2,188
1998.06.15,00:00,85.58,85.81,84.08,85.13,302
1998.06.16,00:00,85.05,85.42,83.48,84,284
1998.06.17,00:00,83.62,85.44,83.07,83.88,449
1998.06.18,00:00,83.67,84.26,82.96,84.06,222
1998.06.21,00:00,84.21,84.58,83.54,84.06,194
1998.06.22,00:00,83.96,85,83.67,84.62,201
1998.06.23,00:00,84.36,86.1,83.96,85.45,320
1998.06.24,00:00,85.06,86.4,84.79,86.4,189
1998.06.25,00:00,86.33,86.64,85.36,86.01,225
1998.06.28,00:00,85.49,86.53,85.32,85.88,204
1998.06.29,00:00,86.42,86.56,85.47,86.18,195
1998.06.30,00:00,86.09,86.3,85.26,85.93,193
1998.07.01,00:00,85.78,86.9,85.42,86.57,218
1998.07.02,00:00,86.41,86.59,84.98,86.15,297
1998.07.05,00:00,85.54,86.57,85.53,86.26,137
1998.07.06,00:00,86.28,86.45,85.74,86.2,135
1998.07.07,00:00,86.02,87.85,85.78,86.14,403
1998.07.08,00:00,86.26,86.99,85.83,86.45,214
1998.07.09,00:00,86.46,87.9,86.26,87.8,195
1998.07.12,00:00,86.1,87.43,85.68,87.12,249
1998.07.13,00:00,86.98,87.97,86.1,87.34,339
1998.07.14,00:00,86.32,88.04,86.18,87.66,239
1998.07.15,00:00,86.55,88.92,86.23,88.44,350
1998.07.16,00:00,88.46,88.47,87.35,87.56,135
1998.07.19,00:00,87.39,87.93,86.76,87.61,213
1998.07.20,00:00,87.57,88.18,87.28,87.86,152
1998.07.21,00:00,87.8,88.14,87.26,87.26,123
1998.07.22,00:00,87.84,87.96,87.12,87.8,165
1998.07.23,00:00,87.73,88.04,86.26,87.36,320
1998.07.26,00:00,87.15,87.3,85.41,85.41,205
1998.07.27,00:00,86.79,86.87,86.31,86.71,105
1998.07.28,00:00,86.7,87.91,86.22,87.52,257
1998.07.29,00:00,87.4,88.07,86.55,87.55,290
1998.07.30,00:00,87.7,88.18,87.37,87.76,157
1998.08.02,00:00,87.83,88.19,87.43,87.64,134
1998.08.03,00:00,87.73,88.05,87.28,87.86,142
1998.08.04,00:00,87.89,88.06,87.03,87.58,176
1998.08.05,00:00,87.55,87.98,87.08,87.33,159
1998.08.06,00:00,87.42,87.94,87.02,87.81,146
1998.08.09,00:00,87.8,87.95,87.28,87.49,104
1998.08.10,00:00,87.51,88.01,87.11,87.49,179
1998.08.11,00:00,87.39,87.99,86.52,86.83,239
1998.08.12,00:00,86.9,87,86.3,86.46,97
1998.08.13,00:00,86.54,87.99,86.26,87.98,203
1998.08.16,00:00,86.87,87.45,86.14,86.4,216
1998.08.17,00:00,87.35,87.35,84.4,85.37,393
1998.08.18,00:00,85.37,86.5,84.85,84.99,293
1998.08.19,00:00,84.74,85.56,83.74,83.92,283
1998.08.20,00:00,83.96,84.64,83.78,84.19,150
1998.08.23,00:00,84.31,84.43,83.17,83.52,174
1998.08.24,00:00,83.55,83.96,83.02,83.23,157
1998.08.25,00:00,83.25,83.74,81.05,81.43,357
1998.08.26,00:00,81.58,82.05,78.5,79.02,455
1998.08.27,00:00,79.13,81.72,77.97,80.33,631
1998.08.30,00:00,80.34,82.22,78.92,82.22,473
1998.08.31,00:00,78.77,80.28,78.48,78.98,340
1998.09.01,00:00,79.21,81.05,79.09,80.61,253
1998.09.02,00:00,80.71,81.13,76.95,79.75,741
1998.09.03,00:00,78.64,80.34,78.11,78.71,440
1998.09.06,00:00,79,79.13,76.98,77.84,315
1998.09.07,00:00,80.23,80.68,77.16,78.08,490
1998.09.08,00:00,77.99,78.56,77.3,77.98,252
1998.09.09,00:00,80,80.44,78.99,80.15,276
1998.09.10,00:00,80.65,80.65,77.51,78.34,398
1998.09.13,00:00,78.48,81.2,78.2,81.2,329
1998.09.14,00:00,78.95,81.02,78.81,80.93,245
1998.09.15,00:00,79.69,80.79,79.17,79.37,293
1998.09.16,00:00,79.31,80.95,78.13,78.39,473
1998.09.17,00:00,78.22,78.64,77.66,77.92,167
1998.09.20,00:00,78.45,79.83,77.74,79.47,317
1998.09.21,00:00,78.5,79.3,78.29,78.71,182
1998.09.22,00:00,78.67,79.06,78.42,78.85,111
1998.09.23,00:00,78.72,79.75,78.58,78.73,234
1998.09.24,00:00,78.83,80.51,78.59,79.89,279
1998.09.27,00:00,79.9,80.45,79.36,79.88,217
1998.09.28,00:00,80.39,81.03,79.82,80.14,218
1998.09.29,00:00,80.32,81.39,80.03,81.09,196
1998.09.30,00:00,81,81.58,80.16,81.3,255
1998.10.01,00:00,81.25,81.25,78.95,79.42,278
1998.10.04,00:00,81.25,81.36,79.16,79.16,232
1998.10.05,00:00,78.81,78.98,76.83,76.83,233
1998.10.06,00:00,76.97,80.74,74.42,75.36,1104
1998.10.07,00:00,83.74,83.74,69.54,73.23,1790
1998.10.08,00:00,73.27,74.06,70.93,71.64,464
1998.10.11,00:00,71.94,74.16,71.8,73.74,293
1998.10.12,00:00,73.62,75.4,73.4,74.21,342
1998.10.13,00:00,74.5,75.67,74.43,75.37,162
1998.10.14,00:00,75.4,75.65,74.07,74.09,186
1998.10.15,00:00,74.01,74.5,72.62,73.14,290
1998.10.18,00:00,73.26,73.38,72.03,72.13,158
1998.10.19,00:00,72.14,74.58,72.12,73.43,364
1998.10.20,00:00,73.05,73.76,72.41,73.37,239
1998.10.21,00:00,73.51,74.32,73.21,73.8,194
1998.10.22,00:00,73.72,74.57,72.85,73.03,276
1998.10.25,00:00,73.44,73.81,72.96,73.5,165
1998.10.26,00:00,73.56,73.78,72.61,72.89,168
1998.10.27,00:00,73.13,73.31,72.53,72.73,117
1998.10.28,00:00,72.78,73.18,72.07,72.93,208
1998.10.29,00:00,72.91,73.04,71.94,72.28,158
1998.11.01,00:00,72.07,72.58,71.56,71.61,159
1998.11.02,00:00,71.71,72.41,71.51,71.83,169
1998.11.03,00:00,72.56,73.74,72.33,73.66,173
1998.11.04,00:00,73.79,74.7,72.91,74.61,277
1998.11.05,00:00,74.32,75.72,74.17,75.63,180
1998.11.08,00:00,75.61,77.71,75.43,77.4,278
1998.11.09,00:00,77.45,77.45,76.1,76.74,200
1998.11.10,00:00,76.78,77.12,75.35,77.01,332
1998.11.11,00:00,76.95,78.34,76.51,77.65,297
1998.11.12,00:00,78.68,78.68,77.13,78.19,262
1998.11.15,00:00,78.09,78.23,76.34,76.43,213
1998.11.16,00:00,76.45,77.28,75.28,75.38,294
1998.11.17,00:00,76.84,78.88,75.29,78.51,552
1998.11.18,00:00,76.93,78.69,76.48,77.19,417
1998.11.19,00:00,77.26,77.77,76.57,77.36,231
1998.11.22,00:00,77.27,77.99,76.87,77.06,204
1998.11.23,00:00,76.5,78.32,76.44,77.8,247
1998.11.24,00:00,78.16,78.16,76.74,77.9,259
1998.11.25,00:00,77.91,78.15,76.98,77.59,203
1998.11.26,00:00,77.84,78.38,77.48,78,165
1998.11.29,00:00,78.14,78.43,77.06,77.28,189
1998.11.30,00:00,77.21,77.9,76.71,77.14,232
1998.12.01,00:00,77.89,78.02,75.19,75.58,336
1998.12.02,00:00,76.49,76.71,73.38,76.71,645
1998.12.03,00:00,73.94,74.18,73.05,73.38,171
1998.12.06,00:00,73.24,74.49,72.88,74.2,227
1998.12.07,00:00,74.42,75.62,73.15,73.3,383
1998.12.08,00:00,73.2,75.62,72.44,72.96,613
1998.12.09,00:00,73.3,76.09,72.18,72.72,725
1998.12.10,00:00,73.08,73.71,72.17,72.24,225
1998.12.13,00:00,72.68,72.68,71.28,71.47,160
1998.12.14,00:00,71.72,74.57,71.46,72.76,519
1999.01.07,00:00,70.66,70.85,70.3,70.55,176
1999.01.08,00:00,70.5,71.03,69.99,70.27,550
1999.01.10,00:00,69.93,69.99,69.73,69.85,27
1999.01.11,00:00,69.83,70.26,69.41,70,598
1999.01.12,00:00,69.97,71.98,69.58,71.44,610
1999.01.13,00:00,71.59,72.07,70.49,71.47,606
1999.01.14,00:00,71.39,72.64,71.23,71.57,566
1999.01.15,00:00,71.55,72.63,70.73,72.31,546
1999.01.17,00:00,72.46,72.74,72.38,72.53,20
1999.01.18,00:00,72.49,73.05,72.02,72.32,540
1999.01.19,00:00,72.25,72.94,71.94,72.66,605
1999.01.20,00:00,72.56,72.96,72.03,72.37,618
1999.01.21,00:00,72.32,73.71,71.59,72.88,594
1999.01.22,00:00,72.95,73.17,72.2,72.49,563
1999.01.24,00:00,72.55,72.7,72.52,72.68,23
1999.01.25,00:00,72.67,72.69,71.53,71.64,519
1999.01.26,00:00,71.56,72.05,71.38,71.67,616
1999.01.27,00:00,71.66,72.94,71.59,72.54,597
1999.01.28,00:00,72.51,73.25,71.98,72.98,622
1999.01.29,00:00,72.91,73.45,72.76,73.33,540
1999.01.31,00:00,73.21,73.22,73.11,73.16,17
1999.02.01,00:00,73.19,73.43,72.89,73.15,566
1999.02.02,00:00,73.18,73.41,71.36,71.44,617
1999.02.03,00:00,71.45,72.71,71.34,72.71,626
1999.02.04,00:00,72.68,73.02,72.14,72.83,622
1999.02.05,00:00,72.79,74.14,72.6,73.64,579
1999.02.07,00:00,73.7,73.72,73.6,73.63,24
1999.02.08,00:00,73.61,74.93,73.48,74.39,599
1999.02.09,00:00,74.33,74.42,73.49,73.56,623
1999.02.10,00:00,73.6,74.6,73.44,73.84,600
1999.02.11,00:00,73.79,74.58,73.54,74.18,579
1999.02.12,00:00,74.07,74.24,73.44,73.76,520
1999.02.14,00:00,73.79,73.91,73.77,73.77,19
1999.02.15,00:00,73.74,74.86,73.66,74.65,559
1999.02.16,00:00,74.68,75.66,74.61,75.3,650
1999.02.17,00:00,75.21,75.68,74.93,75.38,610
1999.02.18,00:00,75.37,76.34,75.35,76.24,590
1999.02.19,00:00,76.23,77.82,76.16,77.76,574
1999.02.21,00:00,77.79,78.15,77.74,77.76,27
1999.02.22,00:00,77.82,78.21,76.9,77.55,649
1999.02.23,00:00,77.56,77.85,76.56,77.17,643
1999.02.24,00:00,77.18,77.46,76.43,76.91,592
1999.02.25,00:00,76.92,76.93,74.36,74.45,622
1999.02.26,00:00,74.58,75.54,73.39,73.76,564
1999.02.28,00:00,73.83,73.87,73.66,73.68,22
1999.03.01,00:00,73.69,74.35,73.48,74.28,584
1999.03.02,00:00,74.36,75.25,74.3,74.69,618
1999.03.03,00:00,74.68,75.98,74.68,75.88,588
1999.03.04,00:00,75.83,77.51,75.78,77.37,622
1999.03.05,00:00,77.34,77.38,76.71,77.1,488
1999.03.07,00:00,77.15,77.24,77.08,77.18,22
1999.03.08,00:00,77.13,77.43,76.04,76.94,605
1999.03.09,00:00,76.91,77.5,76.22,76.79,605
1999.03.10,00:00,76.75,77.17,76.04,76.27,609
1999.03.11,00:00,76.28,76.74,75.51,76.03,604
1999.03.12,00:00,76.02,76.41,75.47,75.53,553
1999.03.14,00:00,75.64,75.75,75.59,75.59,20
1999.03.15,00:00,75.63,75.77,73.88,74.19,621
1999.03.16,00:00,74.21,74.44,73.21,73.37,577
1999.03.17,00:00,73.38,74.77,73.32,74.36,607
1999.03.18,00:00,74.38,74.77,73.75,73.98,607
1999.03.19,00:00,74.03,74.08,73.31,73.75,570
1999.03.21,00:00,73.73,74.01,73.73,73.87,18
1999.03.22,00:00,73.88,75.51,73.85,75.41,565
1999.03.23,00:00,75.37,75.95,75.23,75.68,587
1999.03.24,00:00,75.69,75.71,74.83,75.13,609
1999.03.25,00:00,75.12,75.51,74.95,75.36,588
1999.03.26,00:00,75.41,76.51,75.21,76.44,544
1999.03.28,00:00,76.34,76.51,76.34,76.39,21
1999.03.29,00:00,76.38,76.41,75.61,76.07,459
1999.03.30,00:00,76.06,76.08,75.15,75.55,283
1999.03.31,00:00,75.56,75.91,74.54,75.26,635
1999.04.01,00:00,75.25,76.75,75.1,76.63,601
1999.04.02,00:00,76.54,76.84,76.27,76.46,413
1999.04.04,00:00,76.53,76.61,76.47,76.49,23
1999.04.05,00:00,76.41,77.32,76.22,76.81,576
1999.04.06,00:00,76.78,76.88,75.76,75.97,635
1999.04.07,00:00,75.84,76.43,75.84,75.96,588
1999.04.08,00:00,76.02,76.1,75.07,75.92,603
1999.04.09,00:00,75.93,76.56,75.78,76.32,590
1999.04.11,00:00,76.43,76.6,76.43,76.5,19
1999.04.12,00:00,76.49,77.29,75.98,76.36,589
1999.04.13,00:00,76.38,76.79,76.12,76.25,552
1999.04.14,00:00,76.23,76.26,75.19,75.52,595
1999.04.15,00:00,75.51,76.72,75.16,76.68,572
1999.04.16,00:00,76.57,76.65,75.63,76.28,549
1999.04.18,00:00,76.14,76.24,76.11,76.11,17
1999.04.19,00:00,76.15,77.12,76.14,76.44,554
1999.04.20,00:00,76.41,77.07,76.34,76.96,615
1999.04.21,00:00,76.94,77.73,76.68,77.36,596
1999.04.22,00:00,77.35,78.08,77.25,78.02,626
1999.04.23,00:00,78,78.45,77.56,77.68,551
1999.04.26,00:00,77.03,77.69,77.03,77.46,178
1999.04.27,00:00,77.36,78.59,77.14,78.18,588
1999.04.28,00:00,78.15,78.2,77.23,78,588
1999.04.29,00:00,77.98,78.71,77.75,78.61,618
1999.04.30,00:00,78.6,79.19,78.46,78.99,561
1999.05.02,00:00,78.95,78.98,78.89,78.95,12
1999.05.03,00:00,78.93,80.12,78.89,79.63,577
1999.05.04,00:00,79.65,80.39,79.34,79.71,594
1999.05.05,00:00,79.72,80.31,79.33,80.02,600
1999.05.06,00:00,80.01,81.3,79.88,80.73,618
1999.05.07,00:00,80.75,81.43,80.21,81.12,595
1999.05.09,00:00,81.06,81.11,80.95,80.98,17
1999.05.10,00:00,80.99,81.36,80.2,80.25,592
1999.05.11,00:00,80.21,81.49,80,81.14,614
1999.05.12,00:00,81.19,81.22,80.51,80.64,580
1999.05.13,00:00,80.62,81.55,80.31,81.41,634
1999.05.14,00:00,81.36,81.88,81.09,81.57,598
1999.05.16,00:00,81.41,81.5,81.32,81.49,19
1999.05.17,00:00,81.51,82.42,81.44,81.92,622
1999.05.18,00:00,81.99,83.12,81.67,81.83,623
1999.05.19,00:00,81.81,82.72,81.79,82.15,646
1999.05.20,00:00,82.11,82.55,81.86,82.33,609
1999.05.21,00:00,82.31,82.5,81.52,81.53,547
1999.05.23,00:00,81.6,81.67,81.5,81.58,14
1999.05.24,00:00,81.74,81.91,80.96,81.08,574
1999.05.25,00:00,81.06,81.11,79.31,79.53,608
1999.05.26,00:00,79.5,79.69,78.77,79.37,619
1999.05.27,00:00,79.38,79.95,77.92,78.21,598
1999.05.28,00:00,78.28,79.52,77.99,79.33,541
1999.05.30,00:00,79.56,79.56,79.3,79.3,16
1999.05.31,00:00,79.25,79.28,78.63,78.89,465
1999.06.01,00:00,78.78,79.04,77.26,77.82,610
1999.06.02,00:00,77.77,78.49,77.43,78.35,611
1999.06.03,00:00,78.3,79.2,77.9,78.97,629
1999.06.04,00:00,78.93,80.67,78.87,80.62,552
1999.06.06,00:00,80.5,80.5,80.32,80.45,13
1999.06.07,00:00,80.48,80.51,79.18,79.36,575
1999.06.08,00:00,79.41,80.32,78.14,78.49,629
1999.06.09,00:00,78.51,79.26,78.24,78.63,611
1999.06.10,00:00,78.78,79.17,77.63,78.71,2295
1999.06.11,00:00,78.7,79.04,78.24,78.38,1996
1999.06.13,00:00,78.49,78.56,78.33,78.56,15
1999.06.14,00:00,78.57,80.11,78.44,79.92,1464
1999.06.15,00:00,79.9,80.02,79.15,79.25,1203
1999.06.16,00:00,79.23,79.47,78.66,78.99,1119
1999.06.17,00:00,79.02,79.3,78.33,78.6,802
1999.06.18,00:00,78.59,79.13,77.52,78.63,719
1999.06.21,00:00,79.79,80.16,79.32,79.47,657
1999.06.22,00:00,79.48,79.97,79.08,79.96,764
1999.06.23,00:00,79.97,80.36,79.89,80.15,710
1999.06.24,00:00,80.18,80.62,80.06,80.28,724
1999.06.25,00:00,80.26,80.75,80.07,80.41,763
1999.06.27,00:00,80.32,80.46,80.27,80.33,24
1999.06.28,00:00,80.35,80.57,79.55,79.8,762
1999.06.29,00:00,79.74,79.94,79.31,79.46,674
1999.06.30,00:00,79.44,81.01,79.44,80.72,1028
1999.07.01,00:00,80.78,81.38,80.41,80.69,779
1999.07.02,00:00,80.66,81.21,80.56,80.86,665
1999.07.04,00:00,80.82,80.9,80.82,80.88,22
1999.07.05,00:00,80.9,81.93,80.71,81.9,721
1999.07.06,00:00,81.87,82.04,80.52,80.7,800
1999.07.07,00:00,80.72,81.79,80.72,81.6,802
1999.07.08,00:00,81.64,82.02,81.21,81.71,893
1999.07.09,00:00,81.72,81.86,81.26,81.5,822
1999.07.11,00:00,81.46,81.46,81.36,81.46,15
1999.07.12,00:00,81.37,81.49,80.75,80.82,676
1999.07.13,00:00,80.8,81.14,79.73,80,874
1999.07.14,00:00,80.06,80.19,79.14,79.33,771
1999.07.15,00:00,79.32,80.06,79.16,79.98,940
1999.07.16,00:00,80.01,80.14,79.48,79.86,829
1999.07.18,00:00,79.93,79.98,79.87,79.93,18
1999.07.19,00:00,79.95,80.03,76.49,77.07,869
1999.07.20,00:00,77.08,77.8,76.46,77.06,705
1999.07.21,00:00,77.02,77.33,76.1,76.86,792
1999.07.22,00:00,76.93,76.96,75.03,76.09,910
1999.07.23,00:00,76.07,76.34,75.13,75.51,754
1999.07.25,00:00,75.97,76.01,75.91,75.93,25
1999.07.26,00:00,75.97,76.34,74.68,75.78,902
1999.07.27,00:00,75.76,75.84,74.83,75.26,853
1999.07.28,00:00,75.29,75.43,74.46,75.03,729
1999.07.29,00:00,75.02,75.21,74.41,74.96,865
1999.07.30,00:00,75.03,75.36,74.47,74.71,644
1999.08.01,00:00,74.71,74.85,74.65,74.65,18
1999.08.02,00:00,74.62,74.76,73.97,74.52,831
1999.08.03,00:00,74.55,75.62,74.5,75.62,785
1999.08.04,00:00,75.57,75.65,75.07,75.48,897
1999.08.05,00:00,75.53,75.58,74.45,74.93,815
1999.08.06,00:00,74.95,75.29,74.57,75.03,725
1999.08.09,00:00,75.02,75.52,74.81,75.39,746
1999.08.10,00:00,75.4,75.52,74.45,74.92,710
1999.08.11,00:00,74.91,75.27,74.11,75.25,652
1999.08.12,00:00,75.37,75.65,74.76,74.8,732
1999.08.13,00:00,74.78,75.63,74.53,75.61,771
1999.08.15,00:00,75.68,75.73,75.66,75.71,32
1999.08.16,00:00,75.69,75.87,74.2,74.4,788
1999.08.17,00:00,74.39,74.61,73.8,74.12,781
1999.08.18,00:00,74.17,74.32,72.02,72.53,930
1999.08.19,00:00,72.56,72.64,70.26,71.04,897
1999.08.20,00:00,71.03,71.58,70.71,70.73,766
1999.08.22,00:00,70.93,71.16,70.93,71.11,21
1999.08.23,00:00,71.1,71.3,70.42,70.87,798
1999.08.24,00:00,70.84,71.83,70.4,70.47,769
1999.08.25,00:00,70.49,70.93,69.94,70.21,810
1999.08.26,00:00,70.24,70.57,69.91,70.51,649
1999.08.27,00:00,70.53,70.83,70.31,70.43,674
1999.08.29,00:00,69.86,69.95,69.83,69.93,26
1999.08.30,00:00,69.96,70.49,69.72,70.38,815
1999.08.31,00:00,70.39,70.78,69.43,70.29,884
1999.09.01,00:00,70.33,70.42,69.44,69.53,801
1999.09.02,00:00,69.55,70.63,69.25,70.41,807
1999.09.03,00:00,70.43,71.25,70.39,71.07,695
1999.09.05,00:00,70.6,70.76,70.6,70.75,12
1999.09.06,00:00,70.77,70.94,70.41,70.75,615
1999.09.07,00:00,70.76,72.07,70.61,71.91,748
1999.09.08,00:00,71.93,72.3,71.66,71.87,822
1999.09.09,00:00,71.89,72.01,70.19,70.56,920
1999.09.10,00:00,70.59,71.75,70.32,70.8,961
1999.09.12,00:00,70.91,70.94,70.8,70.82,25
1999.09.13,00:00,70.8,71.28,69.66,70.11,914
1999.09.14,00:00,70.13,70.27,68.84,69.13,942
1999.09.15,00:00,69.1,69.19,67.23,68.07,817
1999.09.16,00:00,68.13,68.52,67.14,68.12,834
1999.09.17,00:00,68.11,69.71,67.98,69.33,750
1999.09.19,00:00,69.57,69.67,69.57,69.65,12
1999.09.20,00:00,69.61,69.86,67.93,68.31,839
1999.09.21,00:00,68.32,69.22,67.08,67.88,897
1999.09.22,00:00,67.89,68.49,67.51,67.86,884
1999.09.23,00:00,67.85,68.01,67.01,67.51,811
1999.09.24,00:00,67.5,68.3,67.36,67.82,761
1999.09.26,00:00,68.98,68.98,68.66,68.77,32
1999.09.27,00:00,68.78,69.62,67.95,69.16,1039
1999.09.28,00:00,69.14,70.03,68.65,69.77,974
1999.09.29,00:00,69.76,70.3,69.47,69.85,881
1999.09.30,00:00,69.87,69.99,68.53,69.28,819
1999.10.01,00:00,69.27,69.66,68.61,68.85,662
1999.10.03,00:00,69,69.01,68.96,69.01,17
1999.10.04,00:00,69.04,70.51,68.7,70.26,776
1999.10.05,00:00,70.3,71.19,70.13,70.41,982
1999.10.06,00:00,70.37,71.27,70.15,71.01,969
1999.10.07,00:00,71.01,71.43,70.52,70.68,894
1999.10.08,00:00,70.67,71.1,70.21,70.27,804
1999.10.10,00:00,70.22,70.34,70.18,70.34,28
